category_ids,category_names,sku,meta_title,meta_description,Image,manufacturer,description,short_description,summary,upc,size_info,meta_keyword
1144|27808,SDS - Masonry | Concrete Drill Bits|Concrete Bits,ADX006018,Concrete Bits - Adx For Drilling Rebar And Metal Deck,,E:\IMAGES\ITEMS\product\A\D\driltec-adx006018-concrete-bits-adx-for-drilling-rebar-and-metal-deck- 3.jpg,Driltec,For Use With SDS-Plus Rotary Hammers,"•   Solid-Cross-Configuration of ADX carbide head. •   Firm and secured carbide embedment with  flank side reinforcements. •   Generous spiral flute entrance geometry for fast drill dust evacuation. •   Blow-back prevention through sub-trac spiral flute design. •   Noise damping effect due to ADX drill- head design. •   Significantly reduced “arm-hand- vibration” due to ADX multi-cutter head design. •   Unsurpassed drilling performance in concrete and stone and yes, embedded rebar and metal concrete deck. •   Made in Germany.",,,Diameter: 3/16; Use Length 4; Total Length 6,Concrete Bits - Adx For Drilling Rebar And Metal Deck
1152|27808,SDS Max Quad Head - Masonry | Concrete Drill Bit|Concrete Bits,SM-600-600,Concrete Bits - SDS-Max - Jet-Head®,,E:\IMAGES\ITEMS\product\S\M\driltec-sm-600-600-concrete-bits-sds-max-jet-head- 4.jpg,Driltec,,"BioniC® • Unique concave carbide tip design, accelerates drilling speed, reduces wear and supports dust removal. • Most rigid joints through copper-silver brazing. Carbide is totally embedded in both sides of the steel body. Super tough TWINMAX™ flute. Fastest and most efficient dust removal. Annealed, shot- peened chrome, nickel, molybdenum steel to prevent premature fatigue failures. • Industrial finish. • Bit diameters meet ANSI standard. jet-head® • Jet-Head® carbide head for smooth and high performance drilling, with less vibration. • Center point for easy start up. • Large relief slots for most efficient dust removal. • Bits provide for exact round holes. • Bit diameters meet ANSI standards.",,,Diam.: 1-3/8”; Useable Length: 11-1/2; Total Length: 17,Concrete Bits - SDS-Max - Jet-Head®
1152|27808,SDS Max Quad Head - Masonry | Concrete Drill Bit|Concrete Bits,SM-615-615,Concrete Bits - SDS-Max - Jet-Head®,,E:\IMAGES\ITEMS\product\S\M\driltec-sm-615-615-concrete-bits-sds-max-jet-head- 4.jpg,Driltec,,"BioniC® • Unique concave carbide tip design, accelerates drilling speed, reduces wear and supports dust removal. • Most rigid joints through copper-silver brazing. Carbide is totally embedded in both sides of the steel body. Super tough TWINMAX™ flute. Fastest and most efficient dust removal. Annealed, shot- peened chrome, nickel, molybdenum steel to prevent premature fatigue failures. • Industrial finish. • Bit diameters meet ANSI standard. jet-head® • Jet-Head® carbide head for smooth and high performance drilling, with less vibration. • Center point for easy start up. • Large relief slots for most efficient dust removal. • Bits provide for exact round holes. • Bit diameters meet ANSI standards.",,,Diam.: 1-3/8”; Useable Length: 17-; Total Length: 22-1/2,Concrete Bits - SDS-Max - Jet-Head®
1152|27808,SDS Max Quad Head - Masonry | Concrete Drill Bit|Concrete Bits,SM-630-630,Concrete Bits - SDS-Max - Jet-Head®,,E:\IMAGES\ITEMS\product\S\M\driltec-sm-630-630-concrete-bits-sds-max-jet-head- 4.jpg,Driltec,,"BioniC® • Unique concave carbide tip design, accelerates drilling speed, reduces wear and supports dust removal. • Most rigid joints through copper-silver brazing. Carbide is totally embedded in both sides of the steel body. Super tough TWINMAX™ flute. Fastest and most efficient dust removal. Annealed, shot- peened chrome, nickel, molybdenum steel to prevent premature fatigue failures. • Industrial finish. • Bit diameters meet ANSI standard. jet-head® • Jet-Head® carbide head for smooth and high performance drilling, with less vibration. • Center point for easy start up. • Large relief slots for most efficient dust removal. • Bits provide for exact round holes. • Bit diameters meet ANSI standards.",,,Diam.: 1-3/8”; Useable Length: 30-3/4; Total Length: 36-1/4,Concrete Bits - SDS-Max - Jet-Head®
1152|27808,SDS Max Quad Head - Masonry | Concrete Drill Bit|Concrete Bits,SM-690-690,Concrete Bits - SDS-Max - Jet-Head®,,E:\IMAGES\ITEMS\product\S\M\driltec-sm-690-690-concrete-bits-sds-max-jet-head- 4.jpg,Driltec,,"BioniC® • Unique concave carbide tip design, accelerates drilling speed, reduces wear and supports dust removal. • Most rigid joints through copper-silver brazing. Carbide is totally embedded in both sides of the steel body. Super tough TWINMAX™ flute. Fastest and most efficient dust removal. Annealed, shot- peened chrome, nickel, molybdenum steel to prevent premature fatigue failures. • Industrial finish. • Bit diameters meet ANSI standard. jet-head® • Jet-Head® carbide head for smooth and high performance drilling, with less vibration. • Center point for easy start up. • Large relief slots for most efficient dust removal. • Bits provide for exact round holes. • Bit diameters meet ANSI standards.",,,Diam.: 1-1/2”; Useable Length: 11-1/2; Total Length: 17,Concrete Bits - SDS-Max - Jet-Head®
1152|27808,SDS Max Quad Head - Masonry | Concrete Drill Bit|Concrete Bits,SM-705-705,Concrete Bits - SDS-Max - Jet-Head®,,E:\IMAGES\ITEMS\product\S\M\driltec-sm-705-705-concrete-bits-sds-max-jet-head- 4.jpg,Driltec,,"BioniC® • Unique concave carbide tip design, accelerates drilling speed, reduces wear and supports dust removal. • Most rigid joints through copper-silver brazing. Carbide is totally embedded in both sides of the steel body. Super tough TWINMAX™ flute. Fastest and most efficient dust removal. Annealed, shot- peened chrome, nickel, molybdenum steel to prevent premature fatigue failures. • Industrial finish. • Bit diameters meet ANSI standard. jet-head® • Jet-Head® carbide head for smooth and high performance drilling, with less vibration. • Center point for easy start up. • Large relief slots for most efficient dust removal. • Bits provide for exact round holes. • Bit diameters meet ANSI standards.",,,Diam.: 1-1/2”; Useable Length: 17; Total Length: 22-1/2,Concrete Bits - SDS-Max - Jet-Head®
1152|27808,SDS Max Quad Head - Masonry | Concrete Drill Bit|Concrete Bits,SM-745-745,Concrete Bits - SDS-Max - Jet-Head®,,E:\IMAGES\ITEMS\product\S\M\driltec-sm-745-745-concrete-bits-sds-max-jet-head- 4.jpg,Driltec,,"BioniC® • Unique concave carbide tip design, accelerates drilling speed, reduces wear and supports dust removal. • Most rigid joints through copper-silver brazing. Carbide is totally embedded in both sides of the steel body. Super tough TWINMAX™ flute. Fastest and most efficient dust removal. Annealed, shot- peened chrome, nickel, molybdenum steel to prevent premature fatigue failures. • Industrial finish. • Bit diameters meet ANSI standard. jet-head® • Jet-Head® carbide head for smooth and high performance drilling, with less vibration. • Center point for easy start up. • Large relief slots for most efficient dust removal. • Bits provide for exact round holes. • Bit diameters meet ANSI standards.",,,Diam.: 1-3/4”; Useable Length: 15; Total Length: 20-1/2,Concrete Bits - SDS-Max - Jet-Head®
2748|27702,Spline Shank Drill Bits|Spline Shank Drill Bits,AE-050-131,Spline Drill Bits - Single Cutter Bionic®,,E:\IMAGES\ITEMS\product\A\E\driltec-ae-050-131-spline-drill-bits-single-cutter-bionic- 4.jpg,Driltec,,"• Made of chrome-nickel  molybdenum steel. • Pointed carbide tip for  easy hole centering and  directional guidance. • Short entries into double  spiral flute design for fast  dust removal. • Multi-Cutter design  provides for vastly  reduced vibration. • Lower operational noise  levels due to multi  carbide tip. • Multi-Cutter design  provides for clean round  holes. • All diameters meet  current ANSI standards. • Shot-peened, industrial  finish.",,,Diam.: 3/8”; Useable Length: 4; Total Length: 10,Spline Drill Bits - Single Cutter Bionic®
2748|27702,Spline Shank Drill Bits|Spline Shank Drill Bits,AE-055-218,Spline Drill Bits - Single Cutter Bionic®,,E:\IMAGES\ITEMS\product\A\E\driltec-ae-055-218-spline-drill-bits-single-cutter-bionic- 4.jpg,Driltec,,"• Made of chrome-nickel  molybdenum steel. • Pointed carbide tip for  easy hole centering and  directional guidance. • Short entries into double  spiral flute design for fast  dust removal. • Multi-Cutter design  provides for vastly  reduced vibration. • Lower operational noise  levels due to multi  carbide tip. • Multi-Cutter design  provides for clean round  holes. • All diameters meet  current ANSI standards. • Shot-peened, industrial  finish.",,,Diam.: 3/8”; Useable Length: 7; Total Length: 13,Spline Drill Bits - Single Cutter Bionic®
2748|27702,Spline Shank Drill Bits|Spline Shank Drill Bits,AE-060-132,Spline Drill Bits - Single Cutter Bionic®,,E:\IMAGES\ITEMS\product\A\E\driltec-ae-060-132-spline-drill-bits-single-cutter-bionic- 4.jpg,Driltec,,"• Made of chrome-nickel  molybdenum steel. • Pointed carbide tip for  easy hole centering and  directional guidance. • Short entries into double  spiral flute design for fast  dust removal. • Multi-Cutter design  provides for vastly  reduced vibration. • Lower operational noise  levels due to multi  carbide tip. • Multi-Cutter design  provides for clean round  holes. • All diameters meet  current ANSI standards. • Shot-peened, industrial  finish.",,,Diam.: 1/2”; Useable Length: 4; Total Length: 10,Spline Drill Bits - Single Cutter Bionic®
2748|27702,Spline Shank Drill Bits|Spline Shank Drill Bits,AE-065-219,Spline Drill Bits - Single Cutter Bionic®,,E:\IMAGES\ITEMS\product\A\E\driltec-ae-065-219-spline-drill-bits-single-cutter-bionic- 4.jpg,Driltec,,"• Made of chrome-nickel  molybdenum steel. • Pointed carbide tip for  easy hole centering and  directional guidance. • Short entries into double  spiral flute design for fast  dust removal. • Multi-Cutter design  provides for vastly  reduced vibration. • Lower operational noise  levels due to multi  carbide tip. • Multi-Cutter design  provides for clean round  holes. • All diameters meet  current ANSI standards. • Shot-peened, industrial  finish.",,,Diam.: 1/2”; Useable Length: 7; Total Length: 13,Spline Drill Bits - Single Cutter Bionic®
2748|27702,Spline Shank Drill Bits|Spline Shank Drill Bits,AE-070-133,Spline Drill Bits - Single Cutter Bionic®,,E:\IMAGES\ITEMS\product\A\E\driltec-ae-070-133-spline-drill-bits-single-cutter-bionic- 4.jpg,Driltec,,"• Made of chrome-nickel  molybdenum steel. • Pointed carbide tip for  easy hole centering and  directional guidance. • Short entries into double  spiral flute design for fast  dust removal. • Multi-Cutter design  provides for vastly  reduced vibration. • Lower operational noise  levels due to multi  carbide tip. • Multi-Cutter design  provides for clean round  holes. • All diameters meet  current ANSI standards. • Shot-peened, industrial  finish.",,,Diam.: 1/2”; Useable Length: 9-1/2; Total Length: 16,Spline Drill Bits - Single Cutter Bionic®
2748|27702,Spline Shank Drill Bits|Spline Shank Drill Bits,AE-075-217,Spline Drill Bits - Single Cutter Bionic®,,E:\IMAGES\ITEMS\product\A\E\driltec-ae-075-217-spline-drill-bits-single-cutter-bionic- 4.jpg,Driltec,,"• Made of chrome-nickel  molybdenum steel. • Pointed carbide tip for  easy hole centering and  directional guidance. • Short entries into double  spiral flute design for fast  dust removal. • Multi-Cutter design  provides for vastly  reduced vibration. • Lower operational noise  levels due to multi  carbide tip. • Multi-Cutter design  provides for clean round  holes. • All diameters meet  current ANSI standards. • Shot-peened, industrial  finish.",,,Diam.: 1/2”; Useable Length: 15-1/2; Total Length: 22,Spline Drill Bits - Single Cutter Bionic®
2748|27702,Spline Shank Drill Bits|Spline Shank Drill Bits,AE-080-134,Spline Drill Bits - Single Cutter Bionic®,,E:\IMAGES\ITEMS\product\A\E\driltec-ae-080-134-spline-drill-bits-single-cutter-bionic- 4.jpg,Driltec,,"• Made of chrome-nickel  molybdenum steel. • Pointed carbide tip for  easy hole centering and  directional guidance. • Short entries into double  spiral flute design for fast  dust removal. • Multi-Cutter design  provides for vastly  reduced vibration. • Lower operational noise  levels due to multi  carbide tip. • Multi-Cutter design  provides for clean round  holes. • All diameters meet  current ANSI standards. • Shot-peened, industrial  finish.",,,Diam.: 1/2”; Useable Length: 20-1/2; Total Length: 27,Spline Drill Bits - Single Cutter Bionic®
2748|27702,Spline Shank Drill Bits|Spline Shank Drill Bits,AE-085-301,Spline Drill Bits - Single Cutter Bionic®,,E:\IMAGES\ITEMS\product\A\E\driltec-ae-085-301-spline-drill-bits-single-cutter-bionic- 4.jpg,Driltec,,"• Made of chrome-nickel  molybdenum steel. • Pointed carbide tip for  easy hole centering and  directional guidance. • Short entries into double  spiral flute design for fast  dust removal. • Multi-Cutter design  provides for vastly  reduced vibration. • Lower operational noise  levels due to multi  carbide tip. • Multi-Cutter design  provides for clean round  holes. • All diameters meet  current ANSI standards. • Shot-peened, industrial  finish.",,,Diam.: 1/2”; Useable Length: 30; Total Length: 36,Spline Drill Bits - Single Cutter Bionic®
2748|27702,Spline Shank Drill Bits|Spline Shank Drill Bits,AE-090-220 H,Spline Drill Bits - Single Cutter Bionic®,,E:\IMAGES\ITEMS\product\A\E\driltec-ae-090-220-h-spline-drill-bits-single-cutter-bionic- 4.jpg,Driltec,,"• Made of chrome-nickel  molybdenum steel. • Pointed carbide tip for  easy hole centering and  directional guidance. • Short entries into double  spiral flute design for fast  dust removal. • Multi-Cutter design  provides for vastly  reduced vibration. • Lower operational noise  levels due to multi  carbide tip. • Multi-Cutter design  provides for clean round  holes. • All diameters meet  current ANSI standards. • Shot-peened, industrial  finish.",,,Diam.: 9/16”; Useable Length: 7; Total Length: 13,Spline Drill Bits - Single Cutter Bionic®
2748|27702,Spline Shank Drill Bits|Spline Shank Drill Bits,AE-095-221 H,Spline Drill Bits - Single Cutter Bionic®,,E:\IMAGES\ITEMS\product\A\E\driltec-ae-095-221-h-spline-drill-bits-single-cutter-bionic- 4.jpg,Driltec,,"• Made of chrome-nickel  molybdenum steel. • Pointed carbide tip for  easy hole centering and  directional guidance. • Short entries into double  spiral flute design for fast  dust removal. • Multi-Cutter design  provides for vastly  reduced vibration. • Lower operational noise  levels due to multi  carbide tip. • Multi-Cutter design  provides for clean round  holes. • All diameters meet  current ANSI standards. • Shot-peened, industrial  finish.",,,Diam.: 9/16”; Useable Length: 15-1/2; Total Length: 22,Spline Drill Bits - Single Cutter Bionic®
1154|27702,Spline Quad Head - Masonry | Concrete Drill Bit|Spline Shank Drill Bits,AE-305-136,Spline Drill Bits - Jet-Head®,,E:\IMAGES\ITEMS\product\A\E\driltec-ae-305-136-spline-drill-bits-jet-head- 4.jpg,Driltec,,"• Made of chrome-nickel  molybdenum steel. • Pointed carbide tip for  easy hole centering and  directional guidance. • Short entries into double  spiral flute design for fast  dust removal. • Multi-Cutter design  provides for vastly  reduced vibration. • Lower operational noise  levels due to multi  carbide tip. • Multi-Cutter design  provides for clean round  holes. • All diameters meet  current ANSI standards. • Shot-peened, industrial  finish.",,,Diam.: 5/8”; Useable Length: 4; Total Length: 10,Spline Drill Bits - Jet-Head®
1154|27702,Spline Quad Head - Masonry | Concrete Drill Bit|Spline Shank Drill Bits,AE-315-222,Spline Drill Bits - Jet-Head®,,E:\IMAGES\ITEMS\product\A\E\driltec-ae-315-222-spline-drill-bits-jet-head- 4.jpg,Driltec,,"• Made of chrome-nickel  molybdenum steel. • Pointed carbide tip for  easy hole centering and  directional guidance. • Short entries into double  spiral flute design for fast  dust removal. • Multi-Cutter design  provides for vastly  reduced vibration. • Lower operational noise  levels due to multi  carbide tip. • Multi-Cutter design  provides for clean round  holes. • All diameters meet  current ANSI standards. • Shot-peened, industrial  finish.",,,Diam.: 5/8”; Useable Length: 7; Total Length: 13,Spline Drill Bits - Jet-Head®
1154|27702,Spline Quad Head - Masonry | Concrete Drill Bit|Spline Shank Drill Bits,AE-325-137,Spline Drill Bits - Jet-Head®,,E:\IMAGES\ITEMS\product\A\E\driltec-ae-325-137-spline-drill-bits-jet-head- 4.jpg,Driltec,,"• Made of chrome-nickel  molybdenum steel. • Pointed carbide tip for  easy hole centering and  directional guidance. • Short entries into double  spiral flute design for fast  dust removal. • Multi-Cutter design  provides for vastly  reduced vibration. • Lower operational noise  levels due to multi  carbide tip. • Multi-Cutter design  provides for clean round  holes. • All diameters meet  current ANSI standards. • Shot-peened, industrial  finish.",,,Diam.: 5/8”; Useable Length: 9-1/2; Total Length: 16,Spline Drill Bits - Jet-Head®
1154|27702,Spline Quad Head - Masonry | Concrete Drill Bit|Spline Shank Drill Bits,AE-335-212,Spline Drill Bits - Jet-Head®,,E:\IMAGES\ITEMS\product\A\E\driltec-ae-335-212-spline-drill-bits-jet-head- 4.jpg,Driltec,,"• Made of chrome-nickel  molybdenum steel. • Pointed carbide tip for  easy hole centering and  directional guidance. • Short entries into double  spiral flute design for fast  dust removal. • Multi-Cutter design  provides for vastly  reduced vibration. • Lower operational noise  levels due to multi  carbide tip. • Multi-Cutter design  provides for clean round  holes. • All diameters meet  current ANSI standards. • Shot-peened, industrial  finish.",,,Diam.: 5/8”; Useable Length: 15-1/2; Total Length: 22,Spline Drill Bits - Jet-Head®
1154|27702,Spline Quad Head - Masonry | Concrete Drill Bit|Spline Shank Drill Bits,AE-345-138,Spline Drill Bits - Jet-Head®,,E:\IMAGES\ITEMS\product\A\E\driltec-ae-345-138-spline-drill-bits-jet-head- 4.jpg,Driltec,,"• Made of chrome-nickel  molybdenum steel. • Pointed carbide tip for  easy hole centering and  directional guidance. • Short entries into double  spiral flute design for fast  dust removal. • Multi-Cutter design  provides for vastly  reduced vibration. • Lower operational noise  levels due to multi  carbide tip. • Multi-Cutter design  provides for clean round  holes. • All diameters meet  current ANSI standards. • Shot-peened, industrial  finish.",,,Diam.: 5/8”; Useable Length: 20-1/2; Total Length: 27,Spline Drill Bits - Jet-Head®
1154|27702,Spline Quad Head - Masonry | Concrete Drill Bit|Spline Shank Drill Bits,AE-355-228,Spline Drill Bits - Jet-Head®,,E:\IMAGES\ITEMS\product\A\E\driltec-ae-355-228-spline-drill-bits-jet-head- 4.jpg,Driltec,,"• Made of chrome-nickel  molybdenum steel. • Pointed carbide tip for  easy hole centering and  directional guidance. • Short entries into double  spiral flute design for fast  dust removal. • Multi-Cutter design  provides for vastly  reduced vibration. • Lower operational noise  levels due to multi  carbide tip. • Multi-Cutter design  provides for clean round  holes. • All diameters meet  current ANSI standards. • Shot-peened, industrial  finish.",,,Diam.: 5/8”; Useable Length: 30; Total Length: 36,Spline Drill Bits - Jet-Head®
1154|27702,Spline Quad Head - Masonry | Concrete Drill Bit|Spline Shank Drill Bits,AE-365-139,Spline Drill Bits - Jet-Head®,,E:\IMAGES\ITEMS\product\A\E\driltec-ae-365-139-spline-drill-bits-jet-head- 4.jpg,Driltec,,"• Made of chrome-nickel  molybdenum steel. • Pointed carbide tip for  easy hole centering and  directional guidance. • Short entries into double  spiral flute design for fast  dust removal. • Multi-Cutter design  provides for vastly  reduced vibration. • Lower operational noise  levels due to multi  carbide tip. • Multi-Cutter design  provides for clean round  holes. • All diameters meet  current ANSI standards. • Shot-peened, industrial  finish.",,,Diam.: 11/16”; Useable Length: 9-1/2; Total Length: 16,Spline Drill Bits - Jet-Head®
1154|27702,Spline Quad Head - Masonry | Concrete Drill Bit|Spline Shank Drill Bits,AE-375-180,Spline Drill Bits - Jet-Head®,,E:\IMAGES\ITEMS\product\A\E\driltec-ae-375-180-spline-drill-bits-jet-head- 4.jpg,Driltec,,"• Made of chrome-nickel  molybdenum steel. • Pointed carbide tip for  easy hole centering and  directional guidance. • Short entries into double  spiral flute design for fast  dust removal. • Multi-Cutter design  provides for vastly  reduced vibration. • Lower operational noise  levels due to multi  carbide tip. • Multi-Cutter design  provides for clean round  holes. • All diameters meet  current ANSI standards. • Shot-peened, industrial  finish.",,,Diam.: 3/4”; Useable Length: 4; Total Length: 10,Spline Drill Bits - Jet-Head®
1154|27702,Spline Quad Head - Masonry | Concrete Drill Bit|Spline Shank Drill Bits,AE-385-223,Spline Drill Bits - Jet-Head®,,E:\IMAGES\ITEMS\product\A\E\driltec-ae-385-223-spline-drill-bits-jet-head- 4.jpg,Driltec,,"• Made of chrome-nickel  molybdenum steel. • Pointed carbide tip for  easy hole centering and  directional guidance. • Short entries into double  spiral flute design for fast  dust removal. • Multi-Cutter design  provides for vastly  reduced vibration. • Lower operational noise  levels due to multi  carbide tip. • Multi-Cutter design  provides for clean round  holes. • All diameters meet  current ANSI standards. • Shot-peened, industrial  finish.",,,Diam.: 3/4”; Useable Length: 7; Total Length: 13,Spline Drill Bits - Jet-Head®
1154|27702,Spline Quad Head - Masonry | Concrete Drill Bit|Spline Shank Drill Bits,AE-395-140,Spline Drill Bits - Jet-Head®,,E:\IMAGES\ITEMS\product\A\E\driltec-ae-395-140-spline-drill-bits-jet-head- 4.jpg,Driltec,,"• Made of chrome-nickel  molybdenum steel. • Pointed carbide tip for  easy hole centering and  directional guidance. • Short entries into double  spiral flute design for fast  dust removal. • Multi-Cutter design  provides for vastly  reduced vibration. • Lower operational noise  levels due to multi  carbide tip. • Multi-Cutter design  provides for clean round  holes. • All diameters meet  current ANSI standards. • Shot-peened, industrial  finish.",,,Diam.: 3/4”; Useable Length: 9-1/2; Total Length: 16,Spline Drill Bits - Jet-Head®
1154|27702,Spline Quad Head - Masonry | Concrete Drill Bit|Spline Shank Drill Bits,AE-405-141,Spline Drill Bits - Jet-Head®,,E:\IMAGES\ITEMS\product\A\E\driltec-ae-405-141-spline-drill-bits-jet-head- 4.jpg,Driltec,,"• Made of chrome-nickel  molybdenum steel. • Pointed carbide tip for  easy hole centering and  directional guidance. • Short entries into double  spiral flute design for fast  dust removal. • Multi-Cutter design  provides for vastly  reduced vibration. • Lower operational noise  levels due to multi  carbide tip. • Multi-Cutter design  provides for clean round  holes. • All diameters meet  current ANSI standards. • Shot-peened, industrial  finish.",,,Diam.: 3/4”; Useable Length: 15-1/2; Total Length: 22,Spline Drill Bits - Jet-Head®
1154|27702,Spline Quad Head - Masonry | Concrete Drill Bit|Spline Shank Drill Bits,AE-415-142,Spline Drill Bits - Jet-Head®,,E:\IMAGES\ITEMS\product\A\E\driltec-ae-415-142-spline-drill-bits-jet-head- 4.jpg,Driltec,,"• Made of chrome-nickel  molybdenum steel. • Pointed carbide tip for  easy hole centering and  directional guidance. • Short entries into double  spiral flute design for fast  dust removal. • Multi-Cutter design  provides for vastly  reduced vibration. • Lower operational noise  levels due to multi  carbide tip. • Multi-Cutter design  provides for clean round  holes. • All diameters meet  current ANSI standards. • Shot-peened, industrial  finish.",,,Diam.: 3/4”; Useable Length: 20-1/2; Total Length: 27,Spline Drill Bits - Jet-Head®
1154|27702,Spline Quad Head - Masonry | Concrete Drill Bit|Spline Shank Drill Bits,AE-425-229,Spline Drill Bits - Jet-Head®,,E:\IMAGES\ITEMS\product\A\E\driltec-ae-425-229-spline-drill-bits-jet-head- 4.jpg,Driltec,,"• Made of chrome-nickel  molybdenum steel. • Pointed carbide tip for  easy hole centering and  directional guidance. • Short entries into double  spiral flute design for fast  dust removal. • Multi-Cutter design  provides for vastly  reduced vibration. • Lower operational noise  levels due to multi  carbide tip. • Multi-Cutter design  provides for clean round  holes. • All diameters meet  current ANSI standards. • Shot-peened, industrial  finish.",,,Diam.: 3/4”; Useable Length: 30; Total Length: 36,Spline Drill Bits - Jet-Head®
1154|27702,Spline Quad Head - Masonry | Concrete Drill Bit|Spline Shank Drill Bits,AE-445-225,Spline Drill Bits - Jet-Head®,,E:\IMAGES\ITEMS\product\A\E\driltec-ae-445-225-spline-drill-bits-jet-head- 4.jpg,Driltec,,"• Made of chrome-nickel  molybdenum steel. • Pointed carbide tip for  easy hole centering and  directional guidance. • Short entries into double  spiral flute design for fast  dust removal. • Multi-Cutter design  provides for vastly  reduced vibration. • Lower operational noise  levels due to multi  carbide tip. • Multi-Cutter design  provides for clean round  holes. • All diameters meet  current ANSI standards. • Shot-peened, industrial  finish.",,,Diam.: 7/8”; Useable Length: 7; Total Length: 13,Spline Drill Bits - Jet-Head®
1154|27702,Spline Quad Head - Masonry | Concrete Drill Bit|Spline Shank Drill Bits,AE-455-143,Spline Drill Bits - Jet-Head®,,E:\IMAGES\ITEMS\product\A\E\driltec-ae-455-143-spline-drill-bits-jet-head- 4.jpg,Driltec,,"• Made of chrome-nickel  molybdenum steel. • Pointed carbide tip for  easy hole centering and  directional guidance. • Short entries into double  spiral flute design for fast  dust removal. • Multi-Cutter design  provides for vastly  reduced vibration. • Lower operational noise  levels due to multi  carbide tip. • Multi-Cutter design  provides for clean round  holes. • All diameters meet  current ANSI standards. • Shot-peened, industrial  finish.",,,Diam.: 7/8”; Useable Length: 9-1/2; Total Length: 16,Spline Drill Bits - Jet-Head®
1154|27702,Spline Quad Head - Masonry | Concrete Drill Bit|Spline Shank Drill Bits,AE-465-144,Spline Drill Bits - Jet-Head®,,E:\IMAGES\ITEMS\product\A\E\driltec-ae-465-144-spline-drill-bits-jet-head- 4.jpg,Driltec,,"• Made of chrome-nickel  molybdenum steel. • Pointed carbide tip for  easy hole centering and  directional guidance. • Short entries into double  spiral flute design for fast  dust removal. • Multi-Cutter design  provides for vastly  reduced vibration. • Lower operational noise  levels due to multi  carbide tip. • Multi-Cutter design  provides for clean round  holes. • All diameters meet  current ANSI standards. • Shot-peened, industrial  finish.",,,Diam.: 7/8”; Useable Length: 15-1/2; Total Length: 22,Spline Drill Bits - Jet-Head®
1154|27702,Spline Quad Head - Masonry | Concrete Drill Bit|Spline Shank Drill Bits,AE-475-230,Spline Drill Bits - Jet-Head®,,E:\IMAGES\ITEMS\product\A\E\driltec-ae-475-230-spline-drill-bits-jet-head- 4.jpg,Driltec,,"• Made of chrome-nickel  molybdenum steel. • Pointed carbide tip for  easy hole centering and  directional guidance. • Short entries into double  spiral flute design for fast  dust removal. • Multi-Cutter design  provides for vastly  reduced vibration. • Lower operational noise  levels due to multi  carbide tip. • Multi-Cutter design  provides for clean round  holes. • All diameters meet  current ANSI standards. • Shot-peened, industrial  finish.",,,Diam.: 7/8”; Useable Length: 30; Total Length: 36,Spline Drill Bits - Jet-Head®
1154|27702,Spline Quad Head - Masonry | Concrete Drill Bit|Spline Shank Drill Bits,AE-505-145,Spline Drill Bits - Jet-Head®,,E:\IMAGES\ITEMS\product\A\E\driltec-ae-505-145-spline-drill-bits-jet-head- 4.jpg,Driltec,,"• Made of chrome-nickel  molybdenum steel. • Pointed carbide tip for  easy hole centering and  directional guidance. • Short entries into double  spiral flute design for fast  dust removal. • Multi-Cutter design  provides for vastly  reduced vibration. • Lower operational noise  levels due to multi  carbide tip. • Multi-Cutter design  provides for clean round  holes. • All diameters meet  current ANSI standards. • Shot-peened, industrial  finish.",,,Diam.: 1”; Useable Length: 9-1/2; Total Length: 16,Spline Drill Bits - Jet-Head®
1154|27702,Spline Quad Head - Masonry | Concrete Drill Bit|Spline Shank Drill Bits,AE-515-146,Spline Drill Bits - Jet-Head®,,E:\IMAGES\ITEMS\product\A\E\driltec-ae-515-146-spline-drill-bits-jet-head- 4.jpg,Driltec,,"• Made of chrome-nickel  molybdenum steel. • Pointed carbide tip for  easy hole centering and  directional guidance. • Short entries into double  spiral flute design for fast  dust removal. • Multi-Cutter design  provides for vastly  reduced vibration. • Lower operational noise  levels due to multi  carbide tip. • Multi-Cutter design  provides for clean round  holes. • All diameters meet  current ANSI standards. • Shot-peened, industrial  finish.",,,Diam.: 1”; Useable Length: 15-1/2; Total Length: 22,Spline Drill Bits - Jet-Head®
1154|27702,Spline Quad Head - Masonry | Concrete Drill Bit|Spline Shank Drill Bits,AE-525-231,Spline Drill Bits - Jet-Head®,,E:\IMAGES\ITEMS\product\A\E\driltec-ae-525-231-spline-drill-bits-jet-head- 4.jpg,Driltec,,"• Made of chrome-nickel  molybdenum steel. • Pointed carbide tip for  easy hole centering and  directional guidance. • Short entries into double  spiral flute design for fast  dust removal. • Multi-Cutter design  provides for vastly  reduced vibration. • Lower operational noise  levels due to multi  carbide tip. • Multi-Cutter design  provides for clean round  holes. • All diameters meet  current ANSI standards. • Shot-peened, industrial  finish.",,,Diam.: 1”; Useable Length: 30; Total Length: 36,Spline Drill Bits - Jet-Head®
