category_ids,category_names,sku,meta_title,meta_description,Image,manufacturer,description,short_description,summary,upc,size_info,meta_keyword
19481,Sanding Discs,40228,"4-1/2"" 60G COMBICLICK FIBRE DISK [25BX]",,E:\IMAGES\ITEMS\product\4\0\pferd-40228-4-12-60g-combiclick-fibre-disk-25bx.jpg,Pferd,,"PFERD ‘s COMBICLICK® system combines an innovative flexible backing pad with a quick, easy and rugged mounting system on the back of the disc. The backing pad allows COMBICLICK® discs to be used with standard angle grinders. The geometry of the cooling slots ensures a high throughput of air, thus significantly reducing thermal loads on the abrasive material and workpiece. The rugged mounting fixture, secure disc attachment to the backing pad plus optimized cooling help to provide:up to 30% lower workpiece temperatureup to 25% increased stock removalup to 30% longer service life and improved utilization of abrasive product andup to 30% less tool wear.","The range of solutions has now been increased to include CC-GRIND Discs for rough grinding applications, and a complete range of non-woven and felt discs. The COMBICLICK® system now offers a single solution for rough grinding to mirror polishing.Ceramic Type CO-COOL discs are recommended for aggressive grinding achieving maximum stock removal on hard, poor heat conducting materials. Active additives in the coating ensure a substantially improved abrasive performance while preventing loading and reducing heat build-up in the workpiece.The upgraded discs mark the latest technology in PFERD ceramic products. They offer improved wear resistance in high load applications.",,"4-1/2"" 60G","4-1/2"" 60G COMBICLICK FIBRE DISK [25BX]"
19481,Sanding Discs,40232,"5"" 24G COMBICLICK FIBER DISK CERAMIC OXIDE [25BX]",,E:\IMAGES\ITEMS\product\4\0\pferd-40232-5-24g-combiclick-fiber-disk-ceramic-oxide-25bx.jpg,Pferd,,"PFERD ‘s COMBICLICK® system combines an innovative flexible backing pad with a quick, easy and rugged mounting system on the back of the disc. The backing pad allows COMBICLICK® discs to be used with standard angle grinders. The geometry of the cooling slots ensures a high throughput of air, thus significantly reducing thermal loads on the abrasive material and workpiece. The rugged mounting fixture, secure disc attachment to the backing pad plus optimized cooling help to provide:up to 30% lower workpiece temperatureup to 25% increased stock removalup to 30% longer service life and improved utilization of abrasive product andup to 30% less tool wear.","The range of solutions has now been increased to include CC-GRIND Discs for rough grinding applications, and a complete range of non-woven and felt discs. The COMBICLICK® system now offers a single solution for rough grinding to mirror polishing.Ceramic Type CO-COOL discs are recommended for aggressive grinding achieving maximum stock removal on hard, poor heat conducting materials. Active additives in the coating ensure a substantially improved abrasive performance while preventing loading and reducing heat build-up in the workpiece.The upgraded discs mark the latest technology in PFERD ceramic products. They offer improved wear resistance in high load applications.",,"5"" 24G","5"" 24G COMBICLICK FIBER DISK CERAMIC OXIDE [25BX]"
19481,Sanding Discs,40305,"4"" 120 GRIT COMBI-CLICK FIBRE DISCS ALUMINUM OXIDE A-COOL",,E:\IMAGES\ITEMS\product\4\0\pferd-40305-4-120-grit-combi-click-fibre-discs-aluminum-oxide-a-cool.jpg,Pferd,,"PFERD ‘s COMBICLICK® system combines an innovative flexible backing pad with a quick, easy and rugged mounting system on the back of the disc. The backing pad allows COMBICLICK® discs to be used with standard angle grinders. The geometry of the cooling slots ensures a high throughput of air, thus significantly reducing thermal loads on the abrasive material and workpiece. The rugged mounting fixture, secure disc attachment to the backing pad plus optimized cooling help to provide:up to 30% lower workpiece temperatureup to 25% increased stock removalup to 30% longer service life and improved utilization of abrasive product andup to 30% less tool wear.","The range of solutions has now been increased to include CC-GRIND Discs for rough grinding applications, and a complete range of non-woven and felt discs. The COMBICLICK® system now offers a single solution for rough grinding to mirror polishing.A-COOL discs are designed for general-purpose grinding, from coarse to ultra-fine, on poor heat-conducting materials. Active additives in the coating ensure substantially increased stock removal while preventing loading and heat build-up in the workpiece.",,"4"" 120","4"" 120 GRIT COMBI-CLICK FIBRE DISCS ALUMINUM OXIDE A-COOL"
19481,Sanding Discs,40314,"5"" 120 GRIT COMBI-CLICK FIBRE DISCS ALUMINUM OXIDE A-COOL",,E:\IMAGES\ITEMS\product\4\0\pferd-40314-5-120-grit-combi-click-fibre-discs-aluminum-oxide-a-cool.jpg,Pferd,,"PFERD ‘s COMBICLICK® system combines an innovative flexible backing pad with a quick, easy and rugged mounting system on the back of the disc. The backing pad allows COMBICLICK® discs to be used with standard angle grinders. The geometry of the cooling slots ensures a high throughput of air, thus significantly reducing thermal loads on the abrasive material and workpiece. The rugged mounting fixture, secure disc attachment to the backing pad plus optimized cooling help to provide:up to 30% lower workpiece temperatureup to 25% increased stock removalup to 30% longer service life and improved utilization of abrasive product andup to 30% less tool wear.","The range of solutions has now been increased to include CC-GRIND Discs for rough grinding applications, and a complete range of non-woven and felt discs. The COMBICLICK® system now offers a single solution for rough grinding to mirror polishing.A-COOL discs are designed for general-purpose grinding, from coarse to ultra-fine, on poor heat-conducting materials. Active additives in the coating ensure substantially increased stock removal while preventing loading and heat build-up in the workpiece.",,"5"" 120","5"" 120 GRIT COMBI-CLICK FIBRE DISCS ALUMINUM OXIDE A-COOL"
19481,Sanding Discs,40697,"4-1/2"" 24G COMBICLICK FIBER DISC UPGRADE / CERAMIC OXIDE [25BX]",,E:\IMAGES\ITEMS\product\4\0\pferd-40697-4-12-24g-combiclick-fiber-disc-upgrade-ceramic-oxide-25bx.jpg,Pferd,,"PFERD ‘s COMBICLICK® system combines an innovative flexible backing pad with a quick, easy and rugged mounting system on the back of the disc. The backing pad allows COMBICLICK® discs to be used with standard angle grinders. The geometry of the cooling slots ensures a high throughput of air, thus significantly reducing thermal loads on the abrasive material and workpiece. The rugged mounting fixture, secure disc attachment to the backing pad plus optimized cooling help to provide:up to 30% lower workpiece temperatureup to 25% increased stock removalup to 30% longer service life and improved utilization of abrasive product andup to 30% less tool wear.","The range of solutions has now been increased to include CC-GRIND Discs for rough grinding applications, and a complete range of non-woven and felt discs. The COMBICLICK® system now offers a single solution for rough grinding to mirror polishing.Ceramic CO discs provide aggressive grinding action, achieving maximum stock removal rates. These fibre discs attain a very long service life.Their ceramic grain is particularly well suited for working on hard materials and coatings. Recommended for use with high-powered angle grinders.The upgraded discs mark the latest technology in PFERD ceramic products. They offer improved wear resistance in high load applications.",,"4-1/2""","4-1/2"" 24G COMBICLICK FIBER DISC UPGRADE / CERAMIC OXIDE [25BX]"
19481,Sanding Discs,40704,"5"" 24G COMBICLICK FIBER DISC UPGRADE / CERAMIC OXIDE [25BX]",,E:\IMAGES\ITEMS\product\4\0\pferd-40704-5-24g-combiclick-fiber-disc-upgrade-ceramic-oxide-25bx.jpg,Pferd,,"PFERD ‘s COMBICLICK® system combines an innovative flexible backing pad with a quick, easy and rugged mounting system on the back of the disc. The backing pad allows COMBICLICK® discs to be used with standard angle grinders. The geometry of the cooling slots ensures a high throughput of air, thus significantly reducing thermal loads on the abrasive material and workpiece. The rugged mounting fixture, secure disc attachment to the backing pad plus optimized cooling help to provide:up to 30% lower workpiece temperatureup to 25% increased stock removalup to 30% longer service life and improved utilization of abrasive product andup to 30% less tool wear.","The range of solutions has now been increased to include CC-GRIND Discs for rough grinding applications, and a complete range of non-woven and felt discs. The COMBICLICK® system now offers a single solution for rough grinding to mirror polishing.Ceramic CO discs provide aggressive grinding action, achieving maximum stock removal rates. These fibre discs attain a very long service life.Their ceramic grain is particularly well suited for working on hard materials and coatings. Recommended for use with high-powered angle grinders.The upgraded discs mark the latest technology in PFERD ceramic products. They offer improved wear resistance in high load applications.",,"5"" 24G","5"" 24G COMBICLICK FIBER DISC UPGRADE / CERAMIC OXIDE [25BX]"
19423,Backing Pads,42458,"1-1/2"" COMBICLICK BACKING PAD/DISC HOLDER",,E:\IMAGES\ITEMS\product\4\2\pferd-42458-1-12-combiclick-backing-paddisc-holder.jpg,Pferd,,"COMBIDISC® tools cover the full range of surface finishing applications. From coarse grinding through surface texturing to face-down mirror polishing, these products address the most demanding and sophisticated machining tasks.Backing pads are available in soft, medium, and hard grades.",,,,"1-1/2"" COMBICLICK BACKING PAD/DISC HOLDER"
27916,Finishing Discs,42593,"COMBIDISC ABRASIVE DISC 2"" 36G ZIRCONIA ALUM [100BX]",,E:\IMAGES\ITEMS\product\4\2\pferd-42593-combidisc-abrasive-disc-2-36g-zirconia-alum-100bx.jpg,Pferd,,"COMBIDISC® tools cover the full range of surface finishing applications. From coarse grinding through surface texturing to face-down mirror polishing, these products address the most demanding and sophisticated machining tasks.COMBIDISC® Abrasive Discs are great for grinding of steel and a variety of other metals and alloys. A wide range of abrasive grains, backing materials, and coatings ensure that there is a COMBIDISC® for virtually any material or application.COMBIDISC® abrasive discs with zirconia alumina Z grain are suitable for use on all metals. These tools perform particularly well in coarse grinding applications.Zirconium Alumina Z:COMBIDISC® abrasive discs with zirconia alumina Z grain are suitable for use on all metals.",,,Grit 36,"COMBIDISC ABRASIVE DISC 2"" 36G ZIRCONIA ALUM [100BX]"
27916,Finishing Discs,42596,"COMBIDISC ABRASIVE DISC 2"" 60G ZIRCONIA ALUM [100BX]",,E:\IMAGES\ITEMS\product\4\2\pferd-42596-combidisc-abrasive-disc-2-60g-zirconia-alum-100bx.jpg,Pferd,,"COMBIDISC® tools cover the full range of surface finishing applications. From coarse grinding through surface texturing to face-down mirror polishing, these products address the most demanding and sophisticated machining tasks.COMBIDISC® sets are ideal for product demonstration and testing. Choose from 2"" or 3"" Diameter sets, with Type CD or CDR mounting systems.COMBIDISC® Sets:COMBIDISC® sets are ideal for product demonstration and testing.",,,Grit 60,"COMBIDISC ABRASIVE DISC 2"" 60G ZIRCONIA ALUM [100BX]"
27916,Finishing Discs,42600,"3"" 36GRIT LAMINATED DISC ZIRC 20,000RPM BLUE",,E:\IMAGES\ITEMS\product\4\2\pferd-42600-3-36grit-laminated-disc-zirc-20000rpm-blue.jpg,Pferd,,"COMBIDISC® tools cover the full range of surface finishing applications. From coarse grinding through surface texturing to face-down mirror polishing, these products address the most demanding and sophisticated machining tasks.COMBIDISC® Abrasive Discs are great for grinding of steel and a variety of other metals and alloys. A wide range of abrasive grains, backing materials, and coatings ensure that there is a COMBIDISC® for virtually any material or application.COMBIDISC® abrasive discs with zirconia alumina Z grain are suitable for use on all metals. These tools perform particularly well in coarse grinding applications.Zirconium Alumina Z:COMBIDISC® abrasive discs with zirconia alumina Z grain are suitable for use on all metals.",,,Grit 36,"3"" 36GRIT LAMINATED DISC ZIRC 20,000RPM BLUE"
27916,Finishing Discs,42603,"3"" 60GRIT LAMINATED DISC ZIRC 20,000RPM BLUE",,E:\IMAGES\ITEMS\product\4\2\pferd-42603-3-60grit-laminated-disc-zirc-20000rpm-blue.jpg,Pferd,,"COMBIDISC® tools cover the full range of surface finishing applications. From coarse grinding through surface texturing to face-down mirror polishing, these products address the most demanding and sophisticated machining tasks.COMBIDISC® Abrasive Discs are great for grinding of steel and a variety of other metals and alloys. A wide range of abrasive grains, backing materials, and coatings ensure that there is a COMBIDISC® for virtually any material or application.COMBIDISC® abrasive discs with zirconia alumina Z grain are suitable for use on all metals. These tools perform particularly well in coarse grinding applications.Zirconium Alumina Z:COMBIDISC® abrasive discs with zirconia alumina Z grain are suitable for use on all metals.",,,Grit 60,"3"" 60GRIT LAMINATED DISC ZIRC 20,000RPM BLUE"
27916,Finishing Discs,42604,"3"" 80GRIT LAMINATED DISC ZIRC 20,000RPM BLUE",,E:\IMAGES\ITEMS\product\4\2\pferd-42604-3-80grit-laminated-disc-zirc-20000rpm-blue.jpg,Pferd,,"COMBIDISC® tools cover the full range of surface finishing applications. From coarse grinding through surface texturing to face-down mirror polishing, these products address the most demanding and sophisticated machining tasks.COMBIDISC® Abrasive Discs are great for grinding of steel and a variety of other metals and alloys. A wide range of abrasive grains, backing materials, and coatings ensure that there is a COMBIDISC® for virtually any material or application.COMBIDISC® abrasive discs with zirconia alumina Z grain are suitable for use on all metals. These tools perform particularly well in coarse grinding applications.Zirconium Alumina Z:COMBIDISC® abrasive discs with zirconia alumina Z grain are suitable for use on all metals.",,,Grit 80,"3"" 80GRIT LAMINATED DISC ZIRC 20,000RPM BLUE"
19423,Backing Pads,69455,RUBBER BACKING PAD FOR FIBER DISC/RIBBED SURFACE 5/8-11 THREAD,,E:\IMAGES\ITEMS\product\6\9\pferd-69455-rubber-backing-pad-for-fiber-discribbed-surface-58-11-thread.jpg,Pferd,"Textile products are cotton-fibre based abrasive tools developed for medium to light grinding, weld blending, deburring and surface finishing of stainless and aluminum.Textile wheels grind and finish in one operation.",,,,,RUBBER BACKING PAD FOR FIBER DISC/RIBBED SURFACE 5/8-11 THREAD
19423,Backing Pads,69470,"COMBICLICK BACKING PAD FOR 4-1/2 TO 5"" DIAMETER 5/8-11 THREAD ALL MATERIALS/BLACK",,E:\IMAGES\ITEMS\product\6\9\pferd-69470-combiclick-backing-pad-for-4-12-to-5-diameter-58-11-thread-all-materialsblack.jpg,Pferd,,"PFERD's COMBICLICK® system combines an innovative flexible backing pad with a quick, easy and rugged mounting system on the back of the disc. The backing pad allows COMBICLICK® discs to be used with standard angle grinders. The geometry of the cooling slots ensures a high throughput of air, thus significantly reducing thermal loads on the abrasive material and workpiece. The rugged mounting fixture, secure disc attachment to the backing pad plus optimized cooling help to provide:up to 30% lower workpiece temperatureup to 25% increased stock removalup to 30% longer service life and improved utilization of abrasive product andup to 30% less tool wear.","The range of solutions has now been increased to include CC-GRIND Discs for rough grinding applications, and a complete range of non-woven and felt discs. The COMBICLICK® system now offers a single solution for rough grinding to mirror polishing.COMBICLICK® Backing Pads are required to use COMBICLICK® discs on angle grinders.",,,"COMBICLICK BACKING PAD FOR 4-1/2 TO 5"" DIAMETER 5/8-11 THREAD ALL MATERIALS/BLACK"
19423,Backing Pads,69525,"5"" RUBBER BACKING PAD FOR FIBER DISC/RIBBED SURFACE 5/8-11 THREAD",,E:\IMAGES\ITEMS\product\6\9\pferd-69525-5-rubber-backing-pad-for-fiber-discribbed-surface-58-11-thread.jpg,Pferd,,"PFERD supplies an extensive line-up of fibre discs in a variety of grit sizes, abrasives and dimensions. Our comprehensive product range provides the optimum tool from coarse to fine grinding.Backing pads and accessories for use with PFERD fibre discs.Backing Pads and Accessories:Rib design allows for better cooling, which improves disc life.",,,,"5"" RUBBER BACKING PAD FOR FIBER DISC/RIBBED SURFACE 5/8-11 THREAD"
27916,Finishing Discs,69606,6 X 1/1/6 X 5/8 36G DIE GRINDING WHEEL,,E:\IMAGES\ITEMS\product\6\9\pferd-69606-6-x-116-x-58-36g-die-grinding-wheel.jpg,Pferd,,PFERD die-grinder wheels are fully reinforced and ideal for working in hard-to-reach areas or in close quarters.,,,,6 X 1/1/6 X 5/8 36G DIE GRINDING WHEEL
19423,Backing Pads,69705,"7"" RUBBER BACKING PAD FOR FIBER DISC/RIBBED SURFACE 5/8-11 THREAD",,E:\IMAGES\ITEMS\product\6\9\pferd-69705-7-rubber-backing-pad-for-fiber-discribbed-surface-58-11-thread.jpg,Pferd,,"PFERD supplies an extensive line-up of fibre discs in a variety of grit sizes, abrasives and dimensions. Our comprehensive product range provides the optimum tool from coarse to fine grinding.Backing pads and accessories for use with PFERD fibre discs.Backing Pads and Accessories:Rib design allows for better cooling, which improves disc life.",,,,"7"" RUBBER BACKING PAD FOR FIBER DISC/RIBBED SURFACE 5/8-11 THREAD"
19458,Flaring Cup Grinding Wheels,61807,"6"" MASONRY CUP STONE-STEEL STEEL BACK",,E:\IMAGES\ITEMS\product\6\1\pferd-61807-6-masonry-cup-stone-steel-steel-back.jpg,Pferd,,,"Plain Back and Steel Back Type 11 Flaring cup wheels are commonly used in grinding and snagging operations, especially in foundries on right angle grinders for removing gates, risers and parting lines from castings. Type 11 Cup Wheels provide a large surface contact area, and are produced with a high amount of abrasive grain. This ensures high performance removal rates, especially on high power tools. PFERD range includes Aluminum Oxide, Silicon Carbide and Zirconia grain types. Choose Steel Back for added strength, durability and maximum safety in severe applications.",,,"6"" MASONRY CUP STONE-STEEL STEEL BACK"
19458,Flaring Cup Grinding Wheels,61829,2X3X5/8-11 TYPE 16 GRINDING CONE,,E:\IMAGES\ITEMS\product\6\1\pferd-61829-2x3x58-11-type-16-grinding-cone.jpg,Pferd,Curved sides and rounded tip for grinding contours or flat surfaces.,,,,,2X3X5/8-11 TYPE 16 GRINDING CONE
19458,Flaring Cup Grinding Wheels,61893,2 X 3 X 40671 CONE STONE .,,E:\IMAGES\ITEMS\product\6\1\pferd-61893-2-x-3-x-40671-cone-stone-.jpg,Pferd,Straight sides and blunt nose for flat surfaces and inside edges.,,,,,2 X 3 X 40671 CONE STONE .
19458,Flaring Cup Grinding Wheels,61936,CONE STONE 18R,,E:\IMAGES\ITEMS\product\6\1\pferd-61936-cone-stone-18r.jpg,Pferd,Straight sides for flat surfaces and round nose for contouring.,,,,,CONE STONE 18R
27765,Cutting and Grinding Wheels,45008,"1-3/16"" X 1/4"" 80G FLAP WHEEL ALUMINUM OXIDE A 41643 SHANK [10BX]",,E:\IMAGES\ITEMS\product\4\5\pferd-45008-1-316-x-14-80g-flap-wheel-aluminum-oxide-a-41643-shank-10bx.jpg,Pferd,Flap wheels with 1/4“ shank and aluminum oxide A grain are universally suitable for all materials.,,,,,"1-3/16"" X 1/4"" 80G FLAP WHEEL ALUMINUM OXIDE A 41643 SHANK [10BX]"
27765,Cutting and Grinding Wheels,45184,1 X 1 60G FLAP WHEEL 41643 SHANK,,E:\IMAGES\ITEMS\product\4\5\pferd-45184-1-x-1-60g-flap-wheel-41643-shank.jpg,Pferd,Flap wheels with 1/4“ shank and aluminum oxide A grain are universally suitable for all materials,,,,,1 X 1 60G FLAP WHEEL 41643 SHANK
27765,Cutting and Grinding Wheels,45185,1 X 1 80G FLAP WHEEL 41643 SHANK,,E:\IMAGES\ITEMS\product\4\5\pferd-45185-1-x-1-80g-flap-wheel-41643-shank.jpg,Pferd,Flap wheels with 1/4“ shank and aluminum oxide A grain are universally suitable for all materials.,,,,,1 X 1 80G FLAP WHEEL 41643 SHANK
27765,Cutting and Grinding Wheels,45191,2 X 37257 80G FLAP WHEEL 41643 SHANK,,E:\IMAGES\ITEMS\product\4\5\pferd-45191-2-x-37257-80g-flap-wheel-41643-shank.jpg,Pferd,Flap wheels with 1/4“ shank and aluminum oxide A grain are universally suitable for all materials.,,,,,2 X 37257 80G FLAP WHEEL 41643 SHANK
27765,Cutting and Grinding Wheels,45208,3 X 1 X 41643 60G FLAP WHL 41643 SHANK,,E:\IMAGES\ITEMS\product\4\5\pferd-45208-3-x-1-x-41643-60g-flap-whl-41643-shank.jpg,Pferd,Flap wheels with 1/4“ shank and aluminum oxide A grain are universally suitable for all materials.,,,,,3 X 1 X 41643 60G FLAP WHL 41643 SHANK
27765,Cutting and Grinding Wheels,45210,"3"" X 1"" X 41643 120G FLAP WHEEL 1/4"" SHANK [10BX]",,E:\IMAGES\ITEMS\product\4\5\pferd-45210-3-x-1-x-41643-120g-flap-wheel-14-shank-10bx.jpg,Pferd,Flap wheels with 1/4“ shank and aluminum oxide A grain are universally suitable for all materials.,,,,,"3"" X 1"" X 41643 120G FLAP WHEEL 1/4"" SHANK [10BX]"
27765,Cutting and Grinding Wheels,45211,"3"" X 1"" 180G FLAP WHEEL 1/4"" SHANK [10BX]",,E:\IMAGES\ITEMS\product\4\5\pferd-45211-3-x-1-180g-flap-wheel-14-shank-10bx.jpg,Pferd,Flap wheels with 1/4“ shank and aluminum oxide A grain are universally suitable for all materials.,,,,,"3"" X 1"" 180G FLAP WHEEL 1/4"" SHANK [10BX]"
27765,Cutting and Grinding Wheels,45232,1-5/8 X 1 60G FLAP WHEEL 1/4 SHANK,,E:\IMAGES\ITEMS\product\4\5\pferd-45232-1-58-x-1-60g-flap-wheel-14-shank.jpg,Pferd,Flap wheels with 1/4“ shank and aluminum oxide A grain are universally suitable for all materials.,,,,,1-5/8 X 1 60G FLAP WHEEL 1/4 SHANK
27765,Cutting and Grinding Wheels,45238,"2"" X 1"" 60G FLAP WHEEL 41643 SHANK",,E:\IMAGES\ITEMS\product\4\5\pferd-45238-2-x-1-60g-flap-wheel-41643-shank.jpg,Pferd,Flap wheels with 1/4“ shank and aluminum oxide A grain are universally suitable for all materials.,,,,,"2"" X 1"" 60G FLAP WHEEL 41643 SHANK"
27765,Cutting and Grinding Wheels,45239,2 X 1 80G FLAP WHEEL 41643 SHANK,,E:\IMAGES\ITEMS\product\4\5\pferd-45239-2-x-1-80g-flap-wheel-41643-shank.jpg,Pferd,Flap wheels with 1/4“ shank and aluminum oxide A grain are universally suitable for all materials.,,,,,2 X 1 80G FLAP WHEEL 41643 SHANK
27765,Cutting and Grinding Wheels,45241,"2"" X 1"" X 180 GRIT FLAP WHEEL ALUMINUM OXIDE",,E:\IMAGES\ITEMS\product\4\5\pferd-45241-2-x-1-x-180-grit-flap-wheel-aluminum-oxide.jpg,Pferd,Flap wheels with 1/4“ shank and aluminum oxide A grain are universally suitable for all materials.,,,,,"2"" X 1"" X 180 GRIT FLAP WHEEL ALUMINUM OXIDE"
27765,Cutting and Grinding Wheels,45310,1 X 1 QC 60G FLAP WHEEL,,E:\IMAGES\ITEMS\product\4\5\pferd-45310-1-x-1-qc-60g-flap-wheel.jpg,Pferd,This flap wheel spins on and off without tools. Unique design prevents shaft from pulling out of core while maintaining perfect balance at operating speed. Each package contains 1 shank adapter with 1/4-20 thread.,,,,,1 X 1 QC 60G FLAP WHEEL
27765,Cutting and Grinding Wheels,45312,1 X 1 120G FLAP WHEEL,,E:\IMAGES\ITEMS\product\4\5\pferd-45312-1-x-1-120g-flap-wheel.jpg,Pferd,This flap wheel spins on and off without tools. Unique design prevents shaft from pulling out of core while maintaining perfect balance at operating speed. Each package contains 1 shank adapter with 1/4-20 thread.,,,,,1 X 1 120G FLAP WHEEL
27765,Cutting and Grinding Wheels,45332,1 1/2 X 1/2 120G FLAP WHEEL,,E:\IMAGES\ITEMS\product\4\5\pferd-45332-1-12-x-12-120g-flap-wheel.jpg,Pferd,This flap wheel spins on and off without tools. Unique design prevents shaft from pulling out of core while maintaining perfect balance at operating speed. Each package contains 1 shank adapter with 1/4-20 thread.,,,,,1 1/2 X 1/2 120G FLAP WHEEL
27765,Cutting and Grinding Wheels,45350,2 X 1/2 60G FLAP WHEEL[10],,E:\IMAGES\ITEMS\product\4\5\pferd-45350-2-x-12-60g-flap-wheel10.jpg,Pferd,This flap wheel spins on and off without tools. Unique design prevents shaft from pulling out of core while maintaining perfect balance at operating speed. Each package contains 1 shank adapter with 1/4-20 thread.,,,,,2 X 1/2 60G FLAP WHEEL[10]
27765,Cutting and Grinding Wheels,45369,2 X 1 QC 40G FLAP WHEEL [10 BX],,E:\IMAGES\ITEMS\product\4\5\pferd-45369-2-x-1-qc-40g-flap-wheel-10-bx.jpg,Pferd,This flap wheel spins on and off without tools. Unique design prevents shaft from pulling out of core while maintaining perfect balance at operating speed. Each package contains 1 shank adapter with 1/4-20 thread.,,,,,2 X 1 QC 40G FLAP WHEEL [10 BX]
27765,Cutting and Grinding Wheels,45370,2 X 1 X 1/4-20 QC 60G FLAP WHEEL [10 BX],,E:\IMAGES\ITEMS\product\4\5\pferd-45370-2-x-1-x-14-20-qc-60g-flap-wheel-10-bx.jpg,Pferd,This flap wheel spins on and off without tools. Unique design prevents shaft from pulling out of core while maintaining perfect balance at operating speed. Each package contains 1 shank adapter with 1/4-20 thread.,,,,,2 X 1 X 1/4-20 QC 60G FLAP WHEEL [10 BX]
27765,Cutting and Grinding Wheels,45461,"2"" X 1"" X 40 GRIT FLAP WHEEL ALUMINUM OXIDE",,E:\IMAGES\ITEMS\product\4\5\pferd-45461-2-x-1-x-40-grit-flap-wheel-aluminum-oxide.jpg,Pferd,Flap wheels with 1/4“ shank and aluminum oxide A grain are universally suitable for all materials.,,,,,"2"" X 1"" X 40 GRIT FLAP WHEEL ALUMINUM OXIDE"
27765,Cutting and Grinding Wheels,45462,"3"" X 1"" 40G FLAP WHEEL 1/4"" SHANK",,E:\IMAGES\ITEMS\product\4\5\pferd-45462-3-x-1-40g-flap-wheel-14-shank.jpg,Pferd,Flap wheels with 1/4“ shank and aluminum oxide A grain are universally suitable for all materials.,,,,,"3"" X 1"" 40G FLAP WHEEL 1/4"" SHANK"
27765,Cutting and Grinding Wheels,45753,60 GRIT FLAP WHEEL [2],,E:\IMAGES\ITEMS\product\4\5\pferd-45753-60-grit-flap-wheel-2.jpg,Pferd,"PFERD flap wheels are constructed with coated abrasive elements arrangd radially about the tool axis in a fan-type configuration. Due to their flexibility, they adapt ideally to the contours of the workpiece. The abrasive grain is embedded in a resinoid b",,,,,60 GRIT FLAP WHEEL [2]
27765,Cutting and Grinding Wheels,60457,"4-1/2"" X 7/8 36GR FLAP DISC POLIFAN - ZIRC - TYPE 27 [10BX]",,E:\IMAGES\ITEMS\product\6\0\pferd-60457-4-12-x-78-36gr-flap-disc-polifan-zirc-type-27-10bx.jpg,Pferd,"The POLIFAN® PSF ZIRKON-EXTRA range of flap discs features a special flap arrangement to provide flexibility and a cushioned grinding effect. Built with premium Zirconia abrasive material, PSF ZIRKON-EXTRA is constructed with 40% more material than standa","Abrasive: Zirconia Alumina ZGrit sizes: 36, 40, 60, 80, 120INOX-rated: Free of iron, sulphur and chlorinated fillers; suitable for use on stainless steel (INOX)Workpiece Materials: Steel, stainless steel (INOX)Application: Surface grinding, work on weld seamsRecommendation for Use: While these discs perform on all power outputs, high-powered angle grinders will achieve optimum results.",,,,"4-1/2"" X 7/8 36GR FLAP DISC POLIFAN - ZIRC - TYPE 27 [10BX]"
19468,Unmounted Flap Wheels,60458,4 1/2 X 7/8 40G ZIRCONIA FLAT POLIFAN FLAP DISC TYPE 27,,E:\IMAGES\ITEMS\product\6\0\pferd-60458-4-12-x-78-40g-zirconia-flat-polifan-flap-disc-type-27.jpg,Pferd,"The POLIFAN® PSF ZIRKON-EXTRA range of flap discs features a special flap arrangement to provide flexibility and a cushioned grinding effect. Built with premium Zirconia abrasive material, PSF ZIRKON-EXTRA is constructed with 40% more material than standa","Abrasive: Zirconia Alumina ZGrit sizes: 36, 40, 60, 80, 120INOX-rated: Free of iron, sulphur and chlorinated fillers; suitable for use on stainless steel (INOX)Workpiece Materials: Steel, stainless steel (INOX)Application: Surface grinding, work on weld seamsRecommendation for Use: While these discs perform on all power outputs, high-powered angle grinders will achieve optimum results.",,,,4 1/2 X 7/8 40G ZIRCONIA FLAT POLIFAN FLAP DISC TYPE 27
19468,Unmounted Flap Wheels,60486,"PFERD 60486 POLIFAN FLAP DISC 4-1/2"" W/HUB 5/8-11 40G ZIRCONIA FLAT TYPE 27",,E:\IMAGES\ITEMS\product\6\0\pferd-60486-pferd-60486-polifan-flap-disc-4-12-whub-58-11-40g-zirconia-flat-type-27.jpg,Pferd,"The POLIFAN® PSF ZIRKON-EXTRA range of flap discs features a special flap arrangement to provide flexibility and a cushioned grinding effect. Built with premium Zirconia abrasive material, PSF ZIRKON-EXTRA is constructed with 40% more material than standa","Abrasive: Zirconia Alumina ZGrit sizes: 36, 40, 60, 80, 120INOX-rated: Free of iron, sulphur and chlorinated fillers; suitable for use on stainless steel (INOX)Workpiece Materials: Steel, stainless steel (INOX)Application: Surface grinding, work on weld seamsRecommendation for Use: While these discs perform on all power outputs, high-powered angle grinders will achieve optimum results.",,,,"PFERD 60486 POLIFAN FLAP DISC 4-1/2"" W/HUB 5/8-11 40G ZIRCONIA FLAT TYPE 27"
