,Category,SKU #,Product Name,Image,Manufacturer_URL,Description,Details,Info/Size/Color,Unnamed: 8
183,,FS-FSP17010-HWA,Heavyweight Roof Anchor,,https://safewaze.com/,"The Safewaze Heavyweight Anchor is a non-penetrating counter weighted anchor designed for flat roofs that cannot be penetrated. The anchor is center mounted and swivels with the worker. Designed to be used with self retracting lifelines.
"," 
Can break down to fit onto a standard 48” x 40” pallet 
Easy to assemble and break down 	Non-penetrating rooftop solution 
Weights are 50 lbs. each allowing the potential for one worker to lift unassisted 
Temporary non-destructive solution 
Swivel bracket can accommodate different length SRLs 
Simple design 
Meets or exceeds all applicable OSHA and ANSI standards","Materials : Steel plates and hardware
Weight : Plates: 50 lbs. each (x16), Mounting Plate: 20 lbs., Swivel Bracket: 11 lbs., Total: 825 lbs.
Weight Capacity/Max Working Load : 1 user at maximum 310 lbs. with tools, Connecting SRL must limit fall arrest force to a max of 900 lbs.
Length : Footprint: 4’-6” x 3’-3” Each, Weighted Base: 12” x 24”, Mounting Plate: 1’-8” x 2’-2”
Applicable Standards : Meets OSHA 1926 Subpart M, ANSI Z359.1
",
184,,FS-FSP9020,Class B 20' Cable Leading Edge SRL,,https://safewaze.com/,"The Safewaze FS-FSP9020 is a Class B 20' cable retractable lifeline with an integral shock pack making it ideal for leading-edge applications.  It also has a mobility enhancing swivel top, a rugged and durable housing, and a unique braking system that eases shock in the event of a fall.
"," 
20’ cable 
Snap hook 
Shock Pack with protective cover 
Swivel top 
Includes steel carabiner","ATTACHMENT POINTS : Forged steel snap hook
MATERIALS : High-strength polymer housing, 3/16” 0.1875 in (4.76 mm) Galvanized steel cable, Forged steel snap hook, 
Steel carabiner
WEIGHT : 9.80 lbs (4.45 kg)
WEIGHT CAPACITY / MAX WORKING LOAD : 310 lbs (140.61 kg)
LENGTH : 20 ft (6.10 m)
HOOK RATINGS : 5,000 lbs (2267.96 kg) Tensile Strength, 3,600 lbs (1632 kg) Gate Rated
APPLICABLE STANDARDS : Meets OSHA 1926-502, ANSI Z359.14, ANSI A10.32
",
185,,FS-FSP9030,Class B 30' Cable Leading Edge SRL,,https://safewaze.com/,"The Safewaze FS-FSP9030 is a Class B 30' cable retractable lifeline with an integral shock pack making it ideal for leading-edge applications.  It also has a mobility enhancing swivel top, a rugged and durable housing, and a unique braking system that eases shock in the event of a fall.
"," 
30’ cable 
Snap hook 
Shock Pack with protective cover 
Swivel top 
Includes steel carabiner","ATTACHMENT POINTS : Forged steel snap hook
MATERIALS : High-strength polymer housing, 0.21 in (5.55 mm) Galvanized steel cable, Forged steel snap hook, Steel carabiner
WEIGHT : 13.7lbs (6.21 kg)
WEIGHT CAPACITY / MAX WORKING LOAD : 310 lbs (140.61 kg)
LENGTH : 30 ft (13.61 m)
HOOK RATINGS : 5,000 lbs (2267.96 kg) Tensile Strength, 3,600 lbs (1632 kg) Gate Rated
APPLICABLE STANDARDS : Meets OSHA 1926-502, ANSI Z359.14, ANSI A10.32
",
186,,FS-FSP9050,Class B 50' Cable Leading Edge SRL,,https://safewaze.com/,"The Safewaze FS-FSP9050 is a Class B 50' cable retractable lifeline with an integral shock pack making it ideal for leading-edge applications.  It also has a mobility enhancing swivel top, a rugged and durable housing, and a unique braking system that eases shock in the event of a fall."," 
50’ cable 
Snap hook 
Shock Pack with protective cover 
Swivel top 
Includes steel carabiner","ATTACHMENT POINTS : Forged steel snap hook
MATERIALS : High-strength polymer housing, 0.21 in (5.55 mm) Galvanized steel cable, Forged steel snap hook, Steel carabiner
WEIGHT : 18.6 lbs (8.44 kg)
WEIGHT CAPACITY / MAX WORKING LOAD : 310 lbs (140.61 kg)
LENGTH : 50 ft (15.24 m)
HOOK RATINGS : 5,000 lbs (2267.96 kg) Tensile Strength, 3,600 lbs (1632 kg) Gate Rated
APPLICABLE STANDARDS : Meets OSHA 1926-502, ANSI Z359.14, ANSI A10.32
",
187,,FS-HIVIS185,PRO+ Hi-Vis Harness,,https://safewaze.com/,"The Safewaze Pro+ Hi-Vis Fall Protection Harness incorporates the latest in reflective technology through the entire width of the material, for easy and quick observation. The harness meets Class I high visibility requirements of ANSI/Isse 107-199, and also includes grommet leg straps for easy adjustment and a no tangle X back pad.
"," 
1 Dorsal D-ring 	Reflective full body harness 
Stamped steel pass-through chest buckles 	Size adjustment at chest and legs 
Grommet legs 
Reflective full body harness 
Incorporates a new generation of reflective material with reflection through the entire width of the material 
Harness gives a wider coverage of reflection for easier and quicker observation 
Meets Class I high visibility requirements of ANSI/ISEA 107-1999 
No tangle X-Pad 	Convenient lanyard keepers 
Fall arrest indicators 
420 lb. weight capacity 
S/M - L/XL - XXL","Attachment Points : 1 Dorsal D-Ring
Materials : 1.75 in (44.45 mm) High-visibility polyester webbing;
1.75 in (44.45 mm) Black polyester webbing;
High-strength polyester stitching;
Plastic lanyard keepers;
Forged steel D-ring;
Stamped steel pass-through chest buckles
Weight : 3 lbs (1.36 kg)
Weight Capacity/Max Working Load : 420 lbs (190.51 kg)
Sizes : S/M - L/XL - XXL
Applicable Standards : Meets OSHA 1926-502, ANSI Z359.11, ANSI A10.32
",
188,,FS-ROOF-E,Roofer's Fall Protection Compliance Kit in a Bucket,,https://safewaze.com/,"The Safewaze V-Line FS-ROOF-E Fall Protection Kit includes a pass through leg harness, reusable roof anchor, and rope lifeline packaged in a bucket.
","V-Line Vest Harness that has 5 points of adjustment 
Resusable roof anchor made of galvanized steel and is for use on wood or metal roofs
50' length - 5/8” Rope Lifeline with snap hook and rope grab attached with a 3’ energy absorbing lanyard
Bucket with lid for convenience
Available with a bucket or a heavty duty carry bag
Universal sizing: (S-XL)","Attachment Points : 1 Dorsal D-ring, 2 Snap Hooks
Materials : (Harness) - 
1.75 in (44.45 mm) Polyester webbing, 
Stamped steel D-ring, 
Stamped steel pass-through buckles;
(Rope with attached rope grab and integrated energy absorber) -
Polyester-dacron blend (3 Strand Twisted),
1 in (25.4 mm) Polyester webbing,
Polyester Stitching,
Shock Absorber,
Forged steel snap hooks,
3,600 lbs Gate-rated; Min breaking strength >5,000 lbs,
Zinc Plated Steel rope grab;
(Roof Anchor) -
Steel Sheet
Weight : 14.65 lbs (6.65 kg)
Weight Capacity/Max Working Load : 310 lbs (140.61 kg)
Sizes : Universal
Hook Ratings : 3,600 lbs Gate-rated; Min breaking strength >5,000 lbs
Applicable Standards : Meets OSHA 1926.502, ANSI Z359.11, ANSI A10.32, ANSI Z359.13
",
189,,FS-ROOF-E-BP,Roofer's Fall Protection Compliance Kit in a Backpack,,https://safewaze.com/,"The Safewaze V-Line FS-ROOF-E-BP Fall Protection Kit includes a pass through leg harness, reusable roof anchor, and rope lifeline packaged in a backpack.
"," 
FS99280-E: Pass through legs harness 
FS870: Reusable roof anchor 
FS700-50GA-3E: 50' Rope lifeline 
FS8185: Convenient heavy duty carry bag 
Universal (S-XL)","Attachment Points : 1 Dorsal D-ring, 2 Snap Hooks
Materials : (Harness) -
1.75 in (44.45 mm) Polyester webbing,
Stamped steel D-ring,
Stamped steel pass-through buckles;
(Rope with attached rope grab and integrated energy absorber) -
Polyester-dacron blend (3 Strand Twisted),
1 in (25.4 mm) Polyester webbing,
Polyester Stitching,
Shock Absorber,
Forged steel snap hooks:
3,600 lbs Gate-rated; Min breaking strength >5,000 lbs,
Zinc Plated Steel rope grab;
(Roof Anchor) - 
Steel Sheet
Weight : 13.95 lbs (6.33 kg)
Weight Capacity/Max Working Load : 310 lbs (140.61 kg)
Sizes : Universal
Hook Ratings : 3,600 lbs Gate-rated; Min breaking strength >5,000 lbs
Applicable Standard : Meets OSHA 1926.502, ANSI Z359.11, ANSI A10.32, ANSI Z359.13
",
190,,FS060,"26"" Rebar Chain Assembly (Adjustable Length)",,https://safewaze.com/,"The Safewaze FS060 Rebar Chain Assembly is a complete positioning assembly for use on concrete forms. It comes ready to use with two double locking snap hooks, a Symon's Form rebar hook, and chain.
"," 
Chain assembly 
Large steel swivel rebar hook with 3,600 lb. gate-rated double locking snap hooks
*Available in 13"" and 6""","Attachment Points : 2 Snap hooks,1 Swivel Rebar hook
Materials : Forged steel swivel rebar hook with 2.55 in (635 mm) opening;
Forged steel locking snap hooks with 0.83 in (21.08 mm) opening;
5/0 Twist link chain
Weight : 4.4 lbs (1.99 kg)
Length : 13 in (330.2 mm) Chain
Hook Ratings : 5,000 lbs (2267.96 kg) Minimum breaking strength;
3,600 lbs (1632 kg) Gate-rated
Applicable Standards : Meets OSHA 1926-502, OSHA 1910.66, ANSI A10.32
",
191,,FS060 Web,18” Rebar Web Assembly,,https://safewaze.com/,"The Safewaze FS060 rebar web assembly is designed to be used as a single-person positioning device on rebar forms, and features 2 double-locking snap hooks and a large swiveling rebar hook (designed to fit a Symon’s Form).
"," 
18' Web assembly 
1 Forged steel rebar hook 
2 forged steel locking snap hooks 
1"" Polyester webbing 
3,600 lbs Gate-rated","Attachment Points : 2 Snap hooks - 1 Swivel Rebar hook 
Materials : Forged steel swivel rebar hook with 2.55 in (635 mm) opening, Forged steel locking snap hooks with 0.83 in (21.08 mm) opening, 1 in (25.4 mm) Polyester webbing
Weight : 3.85 lbs (1.75 kg)
Length : 18 in (457.2 mm) Web 
Hook Ratings : 5,000 lbs (2267.96 kg) Minimum breaking strength, 3,600 lbs (1632 kg) Gate-rated
Applicable Standards : Meets OSHA 1926.502 - OSHA 1910.66 - ANSI Z359.3
ANSI A10.32
",
192,,FS060-E,"26"" Rebar Chain Assembly (Adjustable Length)",,https://safewaze.com/,"The Safewaze FS060-E rebar chain assembly is designed to be used as a single-person positioning device on rebar forms, and features 2 double-locking snap hooks and a large rebar hook (designed to fit a Symon’s Form). Comes with two adjustable quick links.
"," 
Chain assembly 
Stamped steel rebar hook 
Stamped steel locking snap hooks 
Steel adjustment links 
3,600 lb. gate-rated double locking hooks&nbsp","Attachment Points : 2 Snap hooks - 1 Rebar hook 
Materials : Stamped steel rebar hook with 2.55 in (635 mm) opening,
Stamped steel locking snap hooks with 0.83 in (21.08 mm) opening,
Steel adjustment links, 5/0 Twist link chain
Weight : 3.75 lbs (1.70 kg)
Length : 26 in (660.4 mm) Chain
Hook Ratings : 5,000 lbs (2267.96 kg) Minimum breaking strength, 3,600 lbs (1632 kg) Gate-rated
Applicable Standards : Meets OSHA 1926.502 - OSHA 1910.66 - ANSI A10.32

",
193,,FS060-GCC (Gates Column Clamp),FS060-GCC (Gates Column Clamp),,https://safewaze.com/,"The Safewaze FS060-GCC rebar chain assembly is designed to be used as a single-person positioning device on rebar forms, and features 2 double-locking snap hooks and a large swiveling rebar
hook (designed to fit a Gates Form).
"," 
26"" Chain assembly 
2 Forged steel snap hooks 
1 Forged steel swivel rebar hook 
3,600 lbs (1632 kg) Gate-rated","Attachment Points : 2 Snap hooks - 1 Swivel Rebar hook 
Materials : Forged steel swivel rebar hook with 2.55 in (635 mm) opening, Forged steel locking snap hooks with 0.83 in (21.08 mm) opening, 5/0 Twist link chain
Weight : 4.15 lbs (1.88 kg)
Length : 26 in (660.4 mm) Chain
Hook Ratings : 5,000 lbs (2267.96 kg) Minimum breaking strength, 3,600 lbs (1632 kg) Gate-rated
Applicable Standards : Meets OSHA 1926.502 - OSHA 1910.66 - ANSI A10.32

",
194,,FS061,19” (6 Link) Rebar Chain Assembly,,https://safewaze.com/,"The Safewaze FS061 rebar chain assembly is designed to beused as a single-person positioning device on rebar forms, and features 2 double-locking snap hooks and a large swiveling rebar
 (designed to fit a Symon’s Form).
"," 
19"" (6 Link) Chain assembly 
Forged steel swivel rebar hook 
Forged steel locking snap hooks 
3,600 lb. gate-rated hooks","Attachment Points : 2 Snap hooks - 1 Swivel Rebar hook 
Materials : Forged steel swivel rebar hook with 2.55 in (635 mm) opening,
Forged steel locking snap hooks with 0.83 in (21.08 mm) opening,
5/0 Twist link chain
Weight : 
Length : 4.10 lbs (1.86 kg)
Hook Ratings : 5,000 lbs (2267.96 kg) Minimum breaking strength, 3,600 lbs (1632 kg) Gate-rated
Applicable Standards : Meets OSHA 1926.502 - OSHA 1910.66 - ANSI A10.32
",
195,,FS1014-TL-BLACK-BWB,Dual Leg Behind the Web Bracket,,https://safewaze.com/,"This behind the web bracket has a triple lock steel carabiner with plastic retaining clip and is used with our cable retractables. The bracket is simple to install behind the webbing of the dorsal d-ring  and allows easy attachment of dual leg retractables.
"," 
Steel Alloy and Plastic 
Bracket ratings are 5,000 lbs (2267.96 kg) Tensile Strength","Materials : Steel alloy - Heat treated - Plastic Retaining Clip
Weight : .55 lbs (.14 kg)
Weight Capacity/Max Working Load : 310 lbs (140.61 kg)
Applicable Standards : Meets OSHA 1926.502 - ANSI Z359.14 - ANSI A10.32
",
196,,FS1015,"11/16"" Steel Carabiner",,https://safewaze.com/,"The Safewaze FS1015 is our most popular standard carabiner for fall protection applications. It is self-locking with a twist lock, and has a gate strength of 3,600 lbs.
"," 
11/16"" Steel 
Twist lock 
Yellow zinc coated 
Gate Strength 3,600 lbs (1632.93 kg)","Materials : Steel alloy - Heat treated
Weight : 0.55 lbs (0.25 kg)
Length : 4.37 in (110.99 mm)
Applicable Standards : Meets OSHA 1926-502, ANSI Z359.12, ANSI A10.32
",
197,,FS1016-GR,"11/16"" Aluminum Carabiner",,https://safewaze.com/,"The Safewaze FS1016-GR  is ideal for those seeking a standard size carabiner that is lighter, but offers the same strength.  This 11/16"" carabiner is made from aluminum alloy making it approximately 40% lighter than its steel counterpart.
"," 
11/16"" Gate rated aluminum alloy 
Twist lock 
Self locking 
Anodized clear coating 
Gate Strength 3,600 lbs (1632.93 kg)","Materials : Aluminum Alloy
Weight : 0.33 lbs (0.15 kg)
Length : 4.91 in (124.71 mm)
Applicable Standards : Meets OSHA 1926-502, ANSI Z359.12, ANSI A10.32
",
198,,FS1017,"1 3/4"" Steel Carabiner",,https://safewaze.com/,"The Safewaze FS1017 is ideal for jobs that require larger carabiner, while ensuring strength and durability. It has a gate strength of 3,600 lbs and gate opening of 2.01''and can also be used as a captive eye carabiner by simply inserting the pin that is included with the unit.
"," 
1 3/4"" Steel 
Twist lock and captive pin 
Yellow zinc coating 
Gate Strength 3,600 lbs (1632.93 kg)","Materials : Steel alloy - heat-treated
Weight : 1.71 lbs (0.78 kg)
Length : 8.54 in (217 mm)
Applicable Standards : Meets OSHA 1926-502, ANSI Z359.12, ANSI A10.32
",
199,,FS1018,"2"" Aluminum Carabiner",,https://safewaze.com/,"The FS1018 is our lighter weight 2' aluminum carabiner with twist lock and captive pin.  With approximately 40% weight savings over a steel carabiner, it is ideal for those climbing jobs where every ounce saved makes a difference.
"," 
2"" Aluminum 
Twist lock and captive pin 
Anodized clear coating 
Gate Strength 3,600 lbs (1632.93 kg)","Materials : Aluminum alloy
Weight : 0.99 lbs (0.45 kg)
Length : 9.33 in (237 mm)
Applicable Standards : Meets OSHA 1926-502, ANSI Z359.12, ANSI A10.32
",
200,,FS1025,"1 3/16"" Steel Carabiner",,https://safewaze.com/,"The FS1025 is our midsize carabiner and has a 1.18"" gate opening. It also can be used as a captive eye carabiner by simply inserting the pin that is included with the unit.
"," 
1 3/16"" Steel 
Twist lock and captive pin 
Yellow zinc coating 
Gate Strength 3,600 lbs (1632.93 kg)","Materials : Steel alloy - heat-treated
Weight : 1.38 lbs (0.63 kg)
Length : 7.12 in (181 mm)
Applicable Standards : Meets OSHA 1926-502, ANSI Z359.12, ANSI A10.32
",
201,,FS1026,"2 5/64"" Steel Carabiner",,https://safewaze.com/,"The Safewaze FS1026 is the largest carabiner we offer, designed to handle your biggest and toughest jobs.  It is made from heat treated steel alloy and has a gate opening of 2.13"".
"," 
2 5/64"" Steel 
Twist lock and captive pin 
Yellow zinc coating 
Gate Strength 3,600 lbs (1632.93 kg)","Materials : Steel alloy - heat-treated
Weight : 1.8 lbs (0.82 kg)
Length : 8.7 in (220.98 mm)
Applicable Standards : Meets OSHA 1926-502, ANSI Z359.12, ANSI A10.32
",
202,,FS1117,5/8” Manual Dual-Cam Stationary Rope Grab (Non-Removable),,https://safewaze.com/,"The FS1117 Fall Arrester  is the most economical rope grab Safewaze offers that meets all OSHA and ANSI criteria.  It is non-removable to dramatically reduce loss from removal and misplacement.
"," 
Non-removable dual-cam rope grab pre-attached to rope lifeline","Materials : &nbsp;Nickel-plated steel
Weight : 1.05 lbs (0.48 kg)
Length : 3.86 in (98.04 mm)
Minimum Breaking Load : 2,800 lbs (1270.06 kg)
Applicable Standards : Meets OSHA 1926-502, ANSI Z359.1, ANSI A10.32
",
203,,FS1118,"Stainless Steel 5/8"" Removable Anti-panic Trailing Rope Grab",,https://safewaze.com/,"The Safewaze FS1118 Removable Anti-panic Trailing Fall Arrester is designed for use with our 5/8"" rope.  This removable rope grab is constructed with stainless steel for extra corrosion resistance and trails along the rope lifeline with the user.
"," 
Removable trailing rope grab for use with 5/8 in (16 mm) rope 
Anti-panic","Materials : Stainless Steel
Weight : 1.35 lb (0.61 kg)
Length : 4.05 in (102.87 mm)
Minimum Breaking Load : 3,600 lbs (1632.93 kg)
Applicable Standards : Meets OSHA 1926-502, ANSI Z359.1, ANSI A10.32
",
204,,FS1120,Zinc Plated Steel 5/8” Removable Anti-Panic Trailing Rope Grab,,https://safewaze.com/,"The Safewaze FS1120 is the Zinc Plated Steel version of our removable anti-panic trailing rope grab, making it a more economical solution for your fall arrest needs.
"," 
Removable trailing rope grab for use with 5/8 in (16 mm) rope 
Anti-panic","Materials : Zinc plated steel
Weight : 1.26 lb (0.57 kg)
Length : 3.18 in (81 mm)
Minimum Breaking Load : 3,600 lbs (1632.93 kg)
Applicable Standards : Meets OSHA 1926-502, ANSI Z359.1, ANSI A10.32
",
205,,FS120-E-1118DC,Roofer's Fall Protection Kit w/ Dual Cam Rope Grab in Bucket,,https://safewaze.com/,"The Safewaze V-Line FS120-E-1118DC Kit includes a pass through leg harness, single leg lanyard, rope lifeline, dual cam rope grab, and reusable roof anchor packaged in a bucket.
"," 
FS99280-E: Pass through legs harness 
FS88560-E: Single leg lanyard 
FS700-50: 50' Rope lifeline 
FS1118-DC: Removable non-trailing rope grab 
FS870: Reusable roof anchor 
Bucket with lid 
Universal (S-XL)","Attachment Points : 1 Dorsal D-ring, 2 Snap Hooks
Materials : (Harness) - 
1.75 in (44.45 mm) Polyester webbing,
Stamped steel D-ring,
Stamped steel pass-through buckles;
(Rope Lifeline) - 
Polyester-dacron blend (3 Strand Twisted),
Forged steel snap hooks:
3,600 lbs Gate-rated; Min breaking strength >5,000 lbs;
(Lanyard) - 
1 in (25.4 mm) Polyester webbing,
Shock absorber,
Forged steel snap hooks:
3,600 lbs Gate-rated; Min breaking strength >5,000 lbs;
(Rope Grab) -
Zinc plated steel;
(Roof Anchor) -
Steel Sheet
Weight : 16.05 lbs (7.28 kg)
Weight Capacity/Max Working Load : 310 lbs (140.61 kg)
Sizes : Universal
Hook Ratings : 3,600 lbs Gate-rated; Min breaking strength >5,000 lbs
Applicable Standards : Meets OSHA 1926.502, ANSI Z359.11, ANSI A10.32, ANSI Z359.13
",
206,,FS120-E-1118DC-BP,Roofer's Fall Protection Kit w/ Dual Cam Rope Grab in Backpack,,https://safewaze.com/,"The Safewaze V-Line FS120-E-1118DC-BP Kit includes a pass through leg harness, single leg lanyard, rope lifeline, dual cam rope grab and reusable roof anchor packaged in a convenient heavy duty carry bag.
","V-Line Vest Harness that has 5 points of adjustment 
6' High profile energy absorbing lanyard with stamped snap hooks on both ends 
Resusable roof anchor made of galvanized steel and is for use on wood or metal roofs 
50' length - 5/8"" Rope lifeline with double-action snap hook attached 
Removable non-trailing rope grab for use with 5/8"" rope 
Heavy duty carry bag for convenience 
Universal sizing (S-XL)","Attachment Points : 1 Dorsal D-ring, 2 Snap Hooks
Materials : (Harness)
1.75 in (44.45 mm), Polyester webbing, Stamped steel D-ring, Stamped steel pass-through buckles;

(Rope Lifeline)
Polyester-dacron blend (3 Strand Twisted),
Forged steel snap hooks:
3,600 lbs Gate-rated; Min breaking strength >5,000 lbs;

(Lanyard)
1 in (25.4 mm) Polyester webbing,
Shock absorber,
Forged steel snap hooks:
3,600 lbs Gate-rated; Min breaking strength >5,000 lbs;

(Rope Grab)
Zinc plated steel ;
(Roof Anchor)
Steel Sheet
Weight : 13.95 lbs (6.33 kg)
Weight Capacity/Max Working Load : 310 lbs (140.61 kg)
Sizes : Universal
Hook Ratings : 3,600 lbs Gate-rated; Min breaking strength >5,000 lbs
Applicable Standards : Meets OSHA 1926.502, ANSI Z359.11, ANSI A10.32 2012, ANSI Z359.13-2009
",
207,,FS126,PRO Pass Through Leg Harness & High Profile Lanyard Fall Protection Kit,,https://safewaze.com/,The Safewaze Pro FS126 Fall Protection Kit includes a pass-through leg harness (FS280) and 6' high profile energy absorbing lanyard (FS560) packaged in a convenient zip up carry bag," 1 Dorsal D-ring with pass-through chest buckle, and leg straps
6' High profile energy absorbing lanyard with snap hooks with forged snap hooks 
Carrying bag for convenience 	
Sizes: S/M – L/XL – XXL*Kit is also available with an FS185 Harness - Item# FS141","Attachment Points : 1 Dorsal D-ring, 2 Snap Hooks
Materials : (Harness) -
1.75 in (44.45 mm) High-visibility polyester webbing with black edges,
1.75 in (44.45 mm) Black polyester,
Polyester thread,
Plastic lanyard keepers,,
Plastic no-tangle back D-ring pad
Forged steel D-rings,
Stamped steel pass-through chest buckles;
(Lanyard) - 
1 in (25.4 mm) Polyester webbing,,
Polyester stitching,
Energy Absorber,
Forged Steel Snap Hooks
Weight : 6.20 lbs (2.81 kg)
Weight Capacity/Max Working Load : 310 lbs (140.61 kg)
Sizes : S/M, L/XL, XXL
Applicable Standards : Meets OSHA 1926.502, ANSI Z359.11, ANSI A10.32, ANSI Z359.13
",
208,,FS126-E,Fall Protection Compliance Kit w/ Pass Through Leg Harness & Lanyard,,https://safewaze.com/,"The Safewaze V-Line FS126-E fall protection compliance kit includes a pass through leg harness and single leg lanyard packaged in a convenient zip up carry bag.
","V-Line Vest Harness that has 5 points of adjustment 
6' High profile energy absorbing lanyard with stamped snap hooks on both ends 
Carrying bag for convenience 
*Available bundled in a carry bag or clear plastic bag
 Universal Sizing: (S-XL)","Attachment Points : 1 Dorsal D-ring, 2 Snap Hooks
Materials : (Harness) - 
1.75 in (44.45 mm) Polyester webbing,
Forged steel D-ring,
Stamped steel pass-through chest buckle;
(Lanyard) - 
1 in (25.4 mm) Polyester webbing, 
Energy absorber, 
Forged steel snap hooks, each:
3,600 lbs Gate-rated; Min breaking strength >5,000 lbs
Weight : 5.60 lbs (2.54 kg)
Weight Capacity/Max Working Load : 310 lbs (140.61 kg)
Sizes : Universal
Hook Ratings : 3,600 lbs Gate-rated; Min breaking strength >5,000 lbs
Applicable Standards : Meets OSHA 1926.502, ANSI Z359.11, ANSI A10.32, ANSI Z359.13
",
209,,FS133,PRO Grommet Leg Harness & Low Profile Lanyard Fall Protection Kit,,https://safewaze.com/,"The Safewaze Pro FS133 Fall Protection Kit includes a grommet leg harness (FS185) and 6' low profile energy absorbing lanyard (FS580) packaged in a convenient zip up carry bag.
","PRO Vest-Style fall protection harness has 1 Dorsal D-ring with pass-through chest and leg straps 	
6' Low profile energy absorbing lanyard with a forged snap hooks 	
Carrying bag for convenience 	
S/M - L/XL - XXL","Attachment Points : 1 Dorsal D-ring, 2 Snap Hooks
Materials : (Harness) - 
1.75 in (44.45 mm) High-visibility polyester webbing with black edges,
1.75 in (44.45 mm) Black polyester,
Polyester thread,
Plastic lanyard keepers,
Plastic no-tangle back D-ring pad,
Forged steel D-rings,
Stamped steel pass-through chest buckles;
(Lanyard) - 
1 in (25.4 mm) Polyester webbing,
Polyester stitching,,
Internal Energy Absorber,
Forged Steel Snap Hooks

Weight : 6.60 lbs (2.99 kg)
Weight Capacity/Max Working Load : 310 lbs (140.61 kg)
Sizes : S/M, L/XL, XXL
Applicable Standards : Meets OSHA 1926.502, ANSI Z359.11, ANSI A10.32, ANSI Z359.13
",
210,,FS141,PRO Grommet Leg Harness & High Profile Lanyard Fall Protection Kit,,https://safewaze.com/,"The Safewaze Pro FS141 Fall Protection Kit includes a grommet leg harness and 6' high profile energy absorbing lanyard packaged in a convenient zip up carry bag.
","FS185 Harness 	
FS560 Lanyard 	
FS8125 Carrying bag 	
S/M - L/XL - XXL","Attachment Points : 1 Dorsal D-ring, 2 Snap Hooks
Materials : (Harness) - 
1.75 in (44.45 mm) High-visibility polyester webbing with black edges, rated at 5,000 lbs,
1.75 in (44.45 mm) Black polyester, rated at 5,000 lbs,
Plastic lanyard keepers,
Plastic no-tangle back D-ring pad,
Forged steel D-ring,
Stamped steel pass-through chest buckles;
(Lanyard) - 
1 in (25.4 mm) Polyester webbing,
Energy Absorber,
Forged Steel Snap Hooks
Weight : 6.20 lbs (2.81 kg)
Weight Capacity/Max Working Load : 310 lbs (140.61 kg)
Sizes : S/M, L/XL, XXL
Applicable Standards : Meets OSHA 1926.502, ANSI Z359.11, ANSI A10.32 , ANSI Z359.13
",
211,,FS143,PRO Grommet Leg Harness 6' SRL Fall Protection Kit,,https://safewaze.com/,"The Safewaze Pro FS143 Fall Protection Kit includes a grommet leg harness (FS185) and 7' web SRL (018-5009) packaged in a convenient zip up carry bag.
"," 
FS185 Harness 
019-5009 Retractable 
FS8125 Carrying bag 
S/M - L/XL - XXL","Attachment Points : 1 Dorsal D-ring, 1 Snap Hooks
Materials : (Harness)
1.75 in (44.45 mm) High-visibility polyester webbing with black edges rated at 5,000 lbs,
1.75 in (44.45 mm) Black polyester rated at 5,000 lbs,
Polyester thread,,
Plastic lanyard keepers
Plastic no-tangle back D-ring pad,
Forged steel D-ring,
Stamped steel pass-through chest buckles;
(Self Retracting Lifeline) - 
High-Strength Thermoplastic Housing,
.75 in (19 mm) Dynema webbing,
Aluminum carabiner
Weight : 7.50 lbs (3.40 kg)
Weight Capacity/Max Working Load : 310 lbs (140.61 kg)
Sizes : S/M, L/XL,XXL
Applicable Standards : Meets OSHA 1926.502, ANSI Z359.11, ANSI A10.32, ANSI Z359.14
",
212,,FS146,PRO Grommet Leg Harness & 7' SRL Fall Protection Kit,,https://safewaze.com/,"The Safewaze Pro FS146 Fall Protection Kit includes a grommet leg harness and 7' web SRL packaged in a convenient zip up carry bag.
","PRO Vest-Style fall protection harness has 1 Dorsal D-ring with pass-through chest and leg straps 	
7' Class A web retractable with locking snap hook 	
Carrying bag for convenience 	
S/M - L/XL - XXL","Attachment Points : 1 Dorsal D-ring, 1 Snap Hooks
Materials : (Harness)
1.75 in (44.45 mm) High-visibility polyester webbing with black edges rated at 5,000 lbs,1.75 in (44.45 mm),
Black polyester rated at 5,000 lbs,
Polyester thread,
Plastic lanyard keepers,
Plastic no-tangle back D-ring pad,
Forged steel D-ring,
Stamped steel pass-through chest buckles;
(Self Retracting Lifeline) - 
Aluminum housing,
1 in (25.4 mm) Dynema webbing with sewn-in fall indicator,
Forged steel snap hook,
Steel carabiner

Weight : 7.80 lbs (3.54 kg)
Weight Capacity/Max Working Load : 310 lbs (140.61 kg)
Sizes : S/M, L/XL, XXL
Applicable Standards : Meets OSHA 1926.502, ANSI Z359.11, ANSI A10.32, ANSI Z359.14
",
